"Claim.Amount","Close.Amount","Disposition_Approve.in.Full","Disposition_Deny","Disposition_Settle","kmeansCluster"
180,0,0,1,0,3
250,0,0,1,0,3
250,237.5,0,0,1,2
900,357.2,0,0,1,2
900,450,0,0,1,2
1183.8,592,0,0,1,2
298,238.4,0,0,1,2
83,35,0,0,1,2
35.59,20,0,0,1,2
75,37.5,0,0,1,2
200,167.2,0,0,1,2
350,175,0,0,1,2
1500,1345.34,0,0,1,2
1012.39,506.5,0,0,1,2
750,192.5,0,0,1,2
150,75,0,0,1,2
500,350,0,0,1,2
234.97,117.5,0,0,1,2
2213,1106.5,0,0,1,2
3510.95,1642.58,0,0,1,1
150,75,0,0,1,2
156,78,0,0,1,2
316.94,284.61,0,0,1,2
53,53,1,0,0,4
10,0,1,0,0,4
25,0,1,0,0,4
40,40,1,0,0,4
43.98,43.98,1,0,0,4
183,183,1,0,0,4
25,25,1,0,0,4
162.73,162.73,1,0,0,4
284,284,1,0,0,4
78,78,1,0,0,4
43.15,43.15,1,0,0,4
100,100,1,0,0,4
300,0,0,1,0,3
100,0,0,1,0,3
100,0,0,1,0,3
592,0,0,1,0,3
315.94,0,0,1,0,3
25,0,0,1,0,3
51.12,0,0,1,0,3
300,240,0,0,1,2
80,74,0,0,1,2
150,30,0,0,1,2
200,100,0,0,1,2
4923.5,4923.5,0,0,1,1
170,25,0,0,1,2
10,5,0,0,1,2
1249,940.5,0,0,1,2
300,75,0,0,1,2
186.74,93.37,0,0,1,2
50,50,1,0,0,4
16,16,1,0,0,4
120,120,1,0,0,4
100,100,1,0,0,4
44.99,45,1,0,0,4
129,129,1,0,0,4
669.99,669,1,0,0,4
12,12,1,0,0,4
54,54,1,0,0,4
295,0,0,1,0,3
175,0,0,1,0,3
25,0,0,1,0,3
200,0,0,1,0,3
62.95,0,0,1,0,3
7368,0,0,1,0,3
200,0,0,1,0,3
20,0,0,1,0,3
1500,0,0,1,0,3
90,0,0,1,0,3
10,0,0,1,0,3
30,0,0,1,0,3
600,0,0,1,0,3
450,0,0,1,0,3
1447.62,299,0,0,1,2
250,240,0,0,1,2
113.45,56.73,0,0,1,2
139.95,73.48,0,0,1,2
175,50,0,0,1,2
515,257.5,0,0,1,2
48.9,48.9,1,0,0,4
3562.49,1818.61,0,0,1,1
4695,2055.9,0,0,1,1
70,70,1,0,0,4
120,120,1,0,0,4
25,25,1,0,0,4
6,0,1,0,0,4
18.35,0,1,0,0,4
80,80,1,0,0,4
70,70,1,0,0,4
100,21,1,0,0,4
70,20,1,0,0,4
80,80,1,0,0,4
50,50,1,0,0,4
60,60,1,0,0,4
213.28,0,0,1,0,3
500,0,0,1,0,3
151.04,0,0,1,0,3
339,339,0,1,0,3
230,0,0,1,0,3
50,0,0,1,0,3
315,0,0,1,0,3
60,0,0,1,0,3
495,308,0,0,1,2
370,352,0,0,1,2
150,75,0,0,1,2
300,270,0,0,1,2
100,50,0,0,1,2
182,172.9,0,0,1,2
50,35,0,0,1,2
52.63,26.32,0,0,1,2
150,150,1,0,0,4
139,139,1,0,0,4
630,630,1,0,0,4
116.55,117,1,0,0,4
49.99,50,1,0,0,4
450,450,1,0,0,4
150,150,1,0,0,4
100,100,1,0,0,4
39,39,1,0,0,4
140,140,1,0,0,4
20,20,1,0,0,4
351,351,1,0,0,4
87.65,88,1,0,0,4
97,97,1,0,0,4
6,6,1,0,0,4
6.5,6.5,1,0,0,4
200,200,1,0,0,4
1350,1350,1,0,0,4
147,147,1,0,0,4
100,100,1,0,0,4
327.65,327.65,1,0,0,4
125,125,1,0,0,4
2200,2200,1,0,0,1
19,19,1,0,0,4
265.94,266,1,0,0,4
49.99,49.99,1,0,0,4
35,35,1,0,0,4
286.2,286,1,0,0,4
95,95,1,0,0,4
158.48,158,1,0,0,4
4.98,0,0,1,0,3
200,0,0,1,0,3
107.69,0,0,1,0,3
75,0,0,1,0,3
150,0,0,1,0,3
150,0,0,1,0,3
1404,0,0,1,0,3
75,0,0,1,0,3
2000,0,0,1,0,3
350,350,0,1,0,3
100,0,0,1,0,3
5.99,0,0,1,0,3
90,0,0,1,0,3
150,0,0,1,0,3
150,0,0,1,0,3
249.95,124.98,0,0,1,2
208.91,155.61,0,0,1,2
79,15,0,0,1,2
100,100,0,0,1,2
266.99,134,0,0,1,2
400,375,0,0,1,2
554,277,0,0,1,2
26.75,13.38,0,0,1,2
202,165.57,0,0,1,2
18,9,0,0,1,2
60.6,30.3,0,0,1,2
50,8.33,0,0,1,2
230,115,0,0,1,2
300,50,0,0,1,2
60,30,0,0,1,2
48,45.6,0,0,1,2
667.98,333.99,0,0,1,2
250,100,0,0,1,2
323,318,0,0,1,2
68.99,35,0,0,1,2
175,87.5,0,0,1,2
150,75,0,0,1,2
75,37.5,0,0,1,2
89,55,0,0,1,2
100,35,0,0,1,2
36,21,0,0,1,2
197.97,99,0,0,1,2
55,27.5,0,0,1,2
45,22.5,0,0,1,2
400,260,0,0,1,2
225,112.5,0,0,1,2
108.5,105.5,0,0,1,2
40,20,0,0,1,2
555,277.5,0,0,1,2
267.67,212,0,0,1,2
50,25,0,0,1,2
99.5,69.65,0,0,1,2
75,35,0,0,1,2
268,216.25,0,0,1,2
233,216.25,0,0,1,2
178.99,89.5,0,0,1,2
215.97,86,0,0,1,2
199.99,167.3,0,0,1,2
65,32.5,0,0,1,2
60.21,30,0,0,1,2
45,22.5,0,0,1,2
740.94,741,1,0,0,4
90,90,1,0,0,4
75,75,1,0,0,4
124.95,124.95,1,0,0,4
7,7,1,0,0,4
26.8,27,1,0,0,4
50,50,1,0,0,4
39.99,39.99,1,0,0,4
147.92,148,1,0,0,4
150,150,1,0,0,4
53,53,1,0,0,4
185,185,1,0,0,4
2597,2597,1,0,0,1
90.95,90.95,1,0,0,4
52,52,1,0,0,4
106,106,1,0,0,4
77.79,77.79,1,0,0,4
170,170,1,0,0,4
8.35,8.35,1,0,0,4
34.25,34,1,0,0,4
1825,1825,1,0,0,1
79.95,79.95,1,0,0,4
33.87,34,1,0,0,4
1793.05,0,0,1,0,3
1100,0,0,1,0,3
250,250,0,1,0,3
90,0,0,1,0,3
245,0,0,1,0,3
3500,0,0,1,0,3
69.99,0,0,1,0,3
100,0,0,1,0,3
125,0,0,1,0,3
800,0,0,1,0,3
315,315,0,1,0,3
350,0,0,1,0,3
2235.11,0,0,1,0,3
213.96,0,0,1,0,3
32.41,0,0,1,0,3
75,0,0,1,0,3
279.95,279.95,0,1,0,3
2000,0,0,1,0,3
175,0,0,1,0,3
7246.92,0,0,1,0,3
75,37.5,0,0,1,2
385,192.5,0,0,1,2
120,60,0,0,1,2
44.48,22.24,0,0,1,2
199,99.5,0,0,1,2
279,164.56,0,0,1,2
1941.88,1667.67,0,0,1,2
200,100,0,0,1,2
150,75,0,0,1,2
98.1,30,0,0,1,2
84,42,0,0,1,2
20,20,1,0,0,4
700,0,0,1,0,3
0,0,0,1,0,3
1899.96,1116.73,0,0,1,2
48,24,0,0,1,2
100,50,0,0,1,2
400,200,0,0,1,2
180,90,0,0,1,2
20,20,1,0,0,4
30,30,1,0,0,4
100,100,1,0,0,4
50,50,1,0,0,4
45,45,1,0,0,4
216.49,180,1,0,0,4
150,0,0,1,0,3
2268.1,0,0,1,0,3
250,0,0,1,0,3
252.08,0,0,1,0,3
12,0,0,1,0,3
119,34.5,0,0,1,2
115,46,0,0,1,2
95,47.5,0,0,1,2
269,108,0,0,1,2
20,10,0,0,1,2
26,13,0,0,1,2
379,134,0,0,1,2
108.5,0,0,1,0,3
200,200,1,0,0,4
10,10,1,0,0,4
43.39,43.39,1,0,0,4
70,70,1,0,0,4
150,0,0,1,0,3
2000,2000,0,1,0,1
6781.99,6000,0,1,0,1
999,0,0,1,0,3
259.95,0,0,1,0,3
230.15,101.13,0,0,1,2
72,27,0,0,1,2
500,250,0,0,1,2
2085,1824.37,0,0,1,1
145.99,70,0,0,1,2
335,100,0,0,1,2
200,100,0,0,1,2
90,45,0,0,1,2
50,45,0,0,1,2
81.19,81,1,0,0,4
75,75,1,0,0,4
78.75,78.75,1,0,0,4
23.99,24,1,0,0,4
18.28,18.28,1,0,0,4
95,95,1,0,0,4
35,35,1,0,0,4
75,75,1,0,0,4
91.55,92,1,0,0,4
152.5,152.5,1,0,0,4
120,120,1,0,0,4
9.65,9.65,1,0,0,4
14.95,14.95,1,0,0,4
100,100,1,0,0,4
40,40,1,0,0,4
2064,0,0,1,0,3
50,50,0,1,0,3
3.3,0,0,1,0,3
85,0,0,1,0,3
500,0,0,1,0,3
95,0,0,1,0,3
139,0,0,1,0,3
188.99,0,0,1,0,3
495,0,0,1,0,3
64.79,0,0,1,0,3
500,0,0,1,0,3
610.46,0,0,1,0,3
6500,0,0,1,0,3
511.8,0,0,1,0,3
1919,1437.87,0,0,1,2
55,27.5,0,0,1,2
500,150,0,0,1,2
150,75,0,0,1,2
65,32.5,0,0,1,2
100,50,0,0,1,2
65,65,1,0,0,4
75,75,1,0,0,4
173.97,173.97,1,0,0,4
168,168,1,0,0,4
61.66,61.66,1,0,0,4
100,100,1,0,0,4
474,380,1,0,0,4
37.8,37.8,1,0,0,4
35.5,35.5,1,0,0,4
65,65,1,0,0,4
50,50,1,0,0,4
380,380,1,0,0,4
75,75,1,0,0,4
50,50,1,0,0,4
39.99,40,1,0,0,4
103,103,1,0,0,4
30,30,1,0,0,4
27.07,27,1,0,0,4
99.99,99.99,1,0,0,4
70,70,1,0,0,4
300,300,1,0,0,4
25,25,1,0,0,4
35,35,1,0,0,4
203.36,35.5,1,0,0,4
185,185,1,0,0,4
225,225,1,0,0,4
25,25,1,0,0,4
43.29,43.29,1,0,0,4
53,53,1,0,0,4
137.92,137.92,1,0,0,4
106.97,106.97,1,0,0,4
20.24,20,1,0,0,4
140,140,1,0,0,4
25,25,1,0,0,4
70,70,1,0,0,4
36.8,36.8,1,0,0,4
120,120,1,0,0,4
15,15,1,0,0,4
99.99,100,1,0,0,4
475,475,1,0,0,4
709,0,0,1,0,3
126,0,0,1,0,3
150,0,0,1,0,3
250,0,0,1,0,3
100,0,0,1,0,3
250,0,0,1,0,3
275,0,0,1,0,3
957.48,0,0,1,0,3
200,0,0,1,0,3
149,0,0,1,0,3
2961.97,0,0,1,0,3
5825,0,0,1,0,3
339,0,0,1,0,3
250,250,0,1,0,3
140,0,0,1,0,3
119,0,0,1,0,3
199.97,0,0,1,0,3
35,0,0,1,0,3
282,0,0,1,0,3
790,0,0,1,0,3
50,25,0,0,1,2
120,60,0,0,1,2
4945,3790,0,0,1,1
60,54,0,0,1,2
100,70,0,0,1,2
125,32,0,0,1,2
1500,1035,0,0,1,2
180.2,50,0,0,1,2
349.77,174.88,0,0,1,2
304,288.8,0,0,1,2
450,400,0,0,1,2
85,79.2,0,0,1,2
124.4,62.23,0,0,1,2
250,125,0,0,1,2
238,112.5,0,0,1,2
100,20,0,0,1,2
90.37,45,0,0,1,2
213.79,149.65,0,0,1,2
1620,480,0,0,1,2
140,50,0,0,1,2
582.25,582,1,0,0,4
35,35,1,0,0,4
91.75,91.75,1,0,0,4
330,330,1,0,0,4
200,200,1,0,0,4
25,25,1,0,0,4
30,30,1,0,0,4
86.44,86,1,0,0,4
75.08,75,1,0,0,4
107.49,107,1,0,0,4
13.84,13.84,1,0,0,4
70,70,1,0,0,4
300,300,1,0,0,4
69,69,1,0,0,4
38,38,1,0,0,4
50,50,1,0,0,4
64,64,1,0,0,4
125,125,1,0,0,4
38,38,1,0,0,4
5,5,1,0,0,4
20,20,1,0,0,4
20,20,1,0,0,4
190.47,190.47,1,0,0,4
50,50,1,0,0,4
15,15,1,0,0,4
59.99,60,1,0,0,4
300,300,1,0,0,4
292.26,292,1,0,0,4
450,450,1,0,0,4
70,70,1,0,0,4
50,50,1,0,0,4
65,65,1,0,0,4
20,20,1,0,0,4
99.99,0,0,1,0,3
62.73,0,0,1,0,3
324,0,0,1,0,3
740,0,0,1,0,3
2000,0,0,1,0,3
175,0,0,1,0,3
500,0,0,1,0,3
91.8,0,0,1,0,3
10,0,0,1,0,3
342,0,0,1,0,3
150,0,0,1,0,3
220,0,0,1,0,3
54.4,0,0,1,0,3
104.99,0,0,1,0,3
51.1,0,0,1,0,3
500,500,0,1,0,3
8000,0,0,1,0,3
418.25,0,0,1,0,3
500,0,0,1,0,3
750,0,0,1,0,3
3374.93,0,0,1,0,3
37.87,0,0,1,0,3
100,0,0,1,0,3
4335,0,0,1,0,3
1982.66,0,0,1,0,3
300,0,0,1,0,3
60,0,0,1,0,3
420,210,0,0,1,2
40,20,0,0,1,2
132,66,0,0,1,2
300,150,0,0,1,2
450,209.4,0,0,1,2
590,295,0,0,1,2
83.74,41.5,0,0,1,2
205,102.5,0,0,1,2
52,26,0,0,1,2
50,25,0,0,1,2
25,12.5,0,0,1,2
300,150,0,0,1,2
85,42.5,0,0,1,2
300,150,0,0,1,2
565,380.89,0,0,1,2
100,95.06,0,0,1,2
61,30.5,0,0,1,2
150,75,0,0,1,2
150,75,0,0,1,2
68.57,53.57,0,0,1,2
180,90,0,0,1,2
968,408,0,0,1,2
55,27.5,0,0,1,2
41.94,22,0,0,1,2
1600,713.81,0,0,1,2
350,50,0,0,1,2
280,140,0,0,1,2
90,64,0,0,1,2
179,89.5,0,0,1,2
150,75,0,0,1,2
15.9,16,1,0,0,4
75,75,1,0,0,4
20,0,1,0,0,4
50,50,1,0,0,4
620.36,620.36,1,0,0,4
55,55,1,0,0,4
15,15,1,0,0,4
150,150,1,0,0,4
300,300,1,0,0,4
100,100,1,0,0,4
21.04,21.04,1,0,0,4
21.99,21.99,1,0,0,4
490.95,490.95,1,0,0,4
336,336,1,0,0,4
104,104,1,0,0,4
24,24,1,0,0,4
14,14,1,0,0,4
250,250,1,0,0,4
60,60,1,0,0,4
29.8,29.8,1,0,0,4
60,60,1,0,0,4
90,0,0,1,0,3
300,300,0,1,0,3
150,0,0,1,0,3
799.99,0,0,1,0,3
139.36,0,0,1,0,3
370,0,0,1,0,3
125,0,0,1,0,3
536,213.6,0,0,1,2
98.99,49.5,0,0,1,2
200,100,0,0,1,2
79,39.5,0,0,1,2
59.98,30,0,0,1,2
375,225,0,0,1,2
86,20,0,0,1,2
1500,807.32,0,0,1,2
450,100,0,0,1,2
729.47,364.74,0,0,1,2
270,30,0,0,1,2
140,133,0,0,1,2
250,126,0,0,1,2
51.14,17.5,0,0,1,2
162,145.8,0,0,1,2
399,99.75,0,0,1,2
380,190,0,0,1,2
150,10,0,0,1,2
55,55,1,0,0,4
51.29,51,1,0,0,4
878,878,1,0,0,4
145,145,1,0,0,4
119.99,119.99,1,0,0,4
21.12,21.12,1,0,0,4
60,60,1,0,0,4
400,400,1,0,0,4
25,25,1,0,0,4
50,50,1,0,0,4
59.95,59.95,1,0,0,4
125,125,1,0,0,4
55,55,1,0,0,4
175,1059,1,0,0,4
241,0,0,1,0,3
205.94,205.94,0,1,0,3
325,165,0,0,1,2
396.44,150,0,0,1,2
427.98,215,0,0,1,2
13.75,7,0,0,1,2
150,75,0,0,1,2
106.27,53.5,0,0,1,2
139,35,0,0,1,2
395,282.5,0,0,1,2
368.98,185,0,0,1,2
456.93,350,0,0,1,2
25,12.5,0,0,1,2
80,40,0,0,1,2
150,50,0,0,1,2
250,178,0,0,1,2
35,18,0,0,1,2
100,50,0,0,1,2
85,77,1,0,0,4
15.95,15.95,1,0,0,4
10,10,1,0,0,4
60,60,1,0,0,4
20,20,1,0,0,4
25,25,1,0,0,4
42,42,1,0,0,4
53.05,53,1,0,0,4
150,150,1,0,0,4
1050.02,1050.02,0,1,0,3
80,40,0,0,1,2
70,35,0,0,1,2
641.29,320.65,0,0,1,2
100,50,0,0,1,2
350,175,0,0,1,2
100,50,0,0,1,2
2400,130.2,0,0,1,2
113.27,113,1,0,0,4
30,30,1,0,0,4
249.9,249.9,1,0,0,4
30,30,1,0,0,4
150,150,1,0,0,4
1301.56,1302,1,0,0,4
65,65,1,0,0,4
8.13,8,1,0,0,4
200,200,1,0,0,4
29.48,0,1,0,0,4
70,70,1,0,0,4
24.95,24.95,1,0,0,4
40,40,1,0,0,4
75,0,0,1,0,3
200,200,0,1,0,3
9465,0,0,1,0,3
76.16,0,0,1,0,3
100,0,0,1,0,3
922.99,0,0,1,0,3
145,0,0,1,0,3
800,576,0,0,1,2
985,385,0,0,1,2
460,230,0,0,1,2
450,405,0,0,1,2
275,135,0,0,1,2
826,300,0,0,1,2
30,30,1,0,0,4
1000,1000,1,0,0,4
300,300,1,0,0,4
47.7,47.7,1,0,0,4
380.6,380,1,0,0,4
400,400,1,0,0,4
250,250,1,0,0,4
29,29,1,0,0,4
60,60,1,0,0,4
214.95,214.95,1,0,0,4
6,6,1,0,0,4
567.12,567,1,0,0,4
142,142,1,0,0,4
40,40,1,0,0,4
175,175,1,0,0,4
105.99,95,1,0,0,4
55,0,0,1,0,3
30,0,0,1,0,3
89.99,0,0,1,0,3
60,0,0,1,0,3
10,0,0,1,0,3
250,0,0,1,0,3
10000,0,0,1,0,3
500,0,0,1,0,3
48,0,0,1,0,3
259.95,0,0,1,0,3
180,60,0,0,1,2
100,25,0,0,1,2
84.99,42.5,0,0,1,2
20,10,0,0,1,2
700,350,0,0,1,2
75,37.5,0,0,1,2
350,175,0,0,1,2
160,152,0,0,1,2
173.19,119.64,0,0,1,2
25.3,25.3,1,0,0,4
1600,1600,1,0,0,4
280,280,1,0,0,4
100,40,1,0,0,4
155,155,1,0,0,4
66.92,66.92,1,0,0,4
30,30,1,0,0,4
259,145,1,0,0,4
250,200,1,0,0,4
11.5,12,1,0,0,4
853.86,853.86,1,0,0,4
50,50,1,0,0,4
217,217,1,0,0,4
96.18,96.18,1,0,0,4
35,35,1,0,0,4
145,145,1,0,0,4
70.36,70,1,0,0,4
40,40,1,0,0,4
25,25,1,0,0,4
25,25,1,0,0,4
60,60,1,0,0,4
100,100,1,0,0,4
38,38,1,0,0,4
25,25,1,0,0,4
149,149,1,0,0,4
500,500,1,0,0,4
75,75,1,0,0,4
25,25,1,0,0,4
269.95,269.95,1,0,0,4
1555,0,0,1,0,3
180,0,0,1,0,3
2989.12,0,0,1,0,3
100,0,0,1,0,3
300,0,0,1,0,3
240,0,0,1,0,3
4555,3974.43,0,0,1,1
75,67.5,0,0,1,2
1500,996.39,0,0,1,2
600,300,0,0,1,2
100,75,0,0,1,2
1400,1248.81,0,0,1,2
146.47,58.59,0,0,1,2
320,288,0,0,1,2
150,100,0,0,1,2
850,425,0,0,1,2
70,35,0,0,1,2
75,37.5,0,0,1,2
118.47,50,0,0,1,2
756,378,0,0,1,2
150,75,0,0,1,2
140,66.5,0,0,1,2
525,262.5,0,0,1,2
100,50,0,0,1,2
200,100,0,0,1,2
400,400,1,0,0,4
43.9,43.9,1,0,0,4
100,100,1,0,0,4
460,460,1,0,0,4
100,100,1,0,0,4
15.9,16,1,0,0,4
50,50,1,0,0,4
2600,0,0,1,0,3
700,0,0,1,0,3
100,0,0,1,0,3
200,0,0,1,0,3
1101.32,0,0,1,0,3
570.4,0,0,1,0,3
2000,1358.5,0,0,1,2
12.5,6.25,0,0,1,2
6072.95,677.95,0,0,1,2
400,200,0,0,1,2
300,50,0,0,1,2
130,65,0,0,1,2
84,42,0,0,1,2
199.99,199.99,1,0,0,4
45,45,1,0,0,4
41.95,42,1,0,0,4
80,80,1,0,0,4
200,200,1,0,0,4
3600,1500,0,0,1,1
225,198,0,0,1,2
100,50,0,0,1,2
84.99,42.5,0,0,1,2
60,30,0,0,1,2
203,203,1,0,0,4
244,244,1,0,0,4
40,40,1,0,0,4
90,90,1,0,0,4
26.45,26.45,1,0,0,4
700,700,1,0,0,4
20,20,1,0,0,4
10,0,0,1,0,3
90,0,0,1,0,3
389.94,194.97,0,0,1,2
33,28,0,0,1,2
65,65,1,0,0,4
150,150,1,0,0,4
188.28,188,1,0,0,4
368.05,368,1,0,0,4
320,320,1,0,0,4
948.9,948.9,1,0,0,4
4.2,4.2,1,0,0,4
50,50,1,0,0,4
93,93,1,0,0,4
110,110,1,0,0,4
65,65,1,0,0,4
29.95,29.95,1,0,0,4
10,10,1,0,0,4
40,40,1,0,0,4
52.95,52.95,1,0,0,4
15,15,1,0,0,4
380,380,1,0,0,4
45,45,1,0,0,4
75,75,1,0,0,4
640,421.47,1,0,0,4
65,65,1,0,0,4
15,15,1,0,0,4
179.99,179.99,1,0,0,4
175,175,1,0,0,4
32.46,32,1,0,0,4
297.45,297,1,0,0,4
21,21,1,0,0,4
30,30,1,0,0,4
160,160,1,0,0,4
80,80,1,0,0,4
100,100,1,0,0,4
10,10,1,0,0,4
45,45,1,0,0,4
100,100,1,0,0,4
102.17,102,1,0,0,4
50,50,1,0,0,4
125,125,1,0,0,4
50,50,1,0,0,4
158.25,158,1,0,0,4
600,600,1,0,0,4
39.99,40,1,0,0,4
15,15,1,0,0,4
180,0,0,1,0,3
291.15,0,0,1,0,3
500,0,0,1,0,3
160,0,0,1,0,3
500,0,0,1,0,3
1920,1920,0,1,0,1
78,0,0,1,0,3
400,0,0,1,0,3
48.71,0,0,1,0,3
260,0,0,1,0,3
30,0,0,1,0,3
1017.5,1017.5,0,1,0,3
200,0,0,1,0,3
1100,0,0,1,0,3
32.46,0,0,1,0,3
300,0,0,1,0,3
9100,0,0,1,0,3
250,0,0,1,0,3
150,0,0,1,0,3
160,0,0,1,0,3
170,0,0,1,0,3
750,0,0,1,0,3
179.99,0,0,1,0,3
150,0,0,1,0,3
975,975,0,1,0,3
10,0,0,1,0,3
150,0,0,1,0,3
60,0,0,1,0,3
100,0,0,1,0,3
1970.99,0,0,1,0,3
2000,0,0,1,0,3
760,0,0,1,0,3
350,0,0,1,0,3
5,0,0,1,0,3
200,0,0,1,0,3
153,0,0,1,0,3
189,0,0,1,0,3
418.98,0,0,1,0,3
150,0,0,1,0,3
232.52,0,0,1,0,3
214,159.84,0,0,1,2
150,79.77,0,0,1,2
150,142.5,0,0,1,2
100,80,0,0,1,2
119.95,50,0,0,1,2
52,26,0,0,1,2
204,102,0,0,1,2
109.73,54.87,0,0,1,2
95,47.5,0,0,1,2
230,80,0,0,1,2
34.5,17.25,0,0,1,2
150,81.35,0,0,1,2
149,74.5,0,0,1,2
973,486.5,0,0,1,2
137,50,0,0,1,2
320,160,0,0,1,2
355.45,177.73,0,0,1,2
549,274.5,0,0,1,2
791.8,395,0,0,1,2
150,89,0,0,1,2
119.25,50,0,0,1,2
145,72.5,0,0,1,2
120,35,0,0,1,2
354.1,177.05,0,0,1,2
200,100,0,0,1,2
200,35,0,0,1,2
170,136,0,0,1,2
129,25,0,0,1,2
250,62.5,0,0,1,2
160,144,0,0,1,2
175,87.5,0,0,1,2
25,12.5,0,0,1,2
27,13.5,0,0,1,2
395,197.5,0,0,1,2
1000,740.94,0,0,1,2
160,118,0,0,1,2
465,265,0,0,1,2
150,30,0,0,1,2
197,80,0,0,1,2
380,190,0,0,1,2
149,50,0,0,1,2
29,19.5,0,0,1,2
250,125,0,0,1,2
459.99,148.73,0,0,1,2
54.1,27.05,0,0,1,2
200,100,0,0,1,2
85,50,0,0,1,2
175,150,0,0,1,2
1553.5,534.5,0,0,1,2
200,180,0,0,1,2
300,150,0,0,1,2
45,45,1,0,0,4
21.99,22,1,0,0,4
30,30,1,0,0,4
200,200,1,0,0,4
42.4,42.4,1,0,0,4
50,50,1,0,0,4
62,62,1,0,0,4
600,0,0,1,0,3
61.48,0,0,1,0,3
170,50,0,0,1,2
65,32.5,0,0,1,2
155.94,77.97,0,0,1,2
916,916.2,1,0,0,4
140,140,1,0,0,4
10,10,1,0,0,4
500,500,1,0,0,4
125,125,1,0,0,4
23.94,24,1,0,0,4
360,300,1,0,0,4
15,15,1,0,0,4
1143.74,1144,1,0,0,4
39.99,39.99,1,0,0,4
450,450,1,0,0,4
371.91,0,0,1,0,3
190.78,190.78,0,1,0,3
600,0,0,1,0,3
900,0,0,1,0,3
300,0,0,1,0,3
1195,0,0,1,0,3
52,0,0,1,0,3
300,300,0,1,0,3
1500,0,0,1,0,3
32.19,0,0,1,0,3
430,215,0,0,1,2
129.95,65,0,0,1,2
250,125,0,0,1,2
600,198,0,0,1,2
1700,1200,0,0,1,2
50,25,0,0,1,2
372.36,220,0,0,1,2
400,250,0,0,1,2
116,58,0,0,1,2
219,109.5,0,0,1,2
325,325,1,0,0,4
25,25,1,0,0,4
818.95,819,1,0,0,4
12,12,1,0,0,4
98,98,1,0,0,4
7,7,1,0,0,4
950,950,1,0,0,4
2091.71,2092,1,0,0,1
70,70,1,0,0,4
457.92,458,1,0,0,4
391.21,391.21,1,0,0,4
100,100,1,0,0,4
452.52,452.52,1,0,0,4
400,0,0,1,0,3
250,0,0,1,0,3
137.79,0,0,1,0,3
150,0,0,1,0,3
110,0,0,1,0,3
550,0,0,1,0,3
250,250,0,1,0,3
70,0,0,1,0,3
250,0,0,1,0,3
100,0,0,1,0,3
300,0,0,1,0,3
175,0,0,1,0,3
724.81,0,0,1,0,3
119,0,0,1,0,3
150,0,0,1,0,3
2000,0,0,1,0,3
120,40,0,0,1,2
370,100,0,0,1,2
250,202.5,0,0,1,2
97.99,46.5,0,0,1,2
93.99,47,0,0,1,2
119.15,83.41,0,0,1,2
38.5,17.75,0,0,1,2
50,25,0,0,1,2
125,62.5,0,0,1,2
220,100,0,0,1,2
90,45,0,0,1,2
481.5,240.75,0,0,1,2
63.9,31.95,0,0,1,2
180,126,0,0,1,2
701.52,701.52,1,0,0,4
128.53,128.53,1,0,0,4
100,80,1,0,0,4
195.4,195,1,0,0,4
20.13,20,1,0,0,4
195,195,1,0,0,4
125,125,1,0,0,4
50,50,1,0,0,4
156.98,157,1,0,0,4
8.43,8,1,0,0,4
100,0,1,0,0,4
422.7,423,1,0,0,4
317,317,1,0,0,4
94.53,95,1,0,0,4
112,112,1,0,0,4
5,5,1,0,0,4
50,50,1,0,0,4
660,660,1,0,0,4
800,0,0,1,0,3
200,0,0,1,0,3
192.59,0,0,1,0,3
1200,0,0,1,0,3
150,0,0,1,0,3
300,0,0,1,0,3
180,0,0,1,0,3
418,0,0,1,0,3
150,0,0,1,0,3
1500,0,0,1,0,3
500,165,0,0,1,2
50,25,0,0,1,2
273,136.5,0,0,1,2
500,50,0,0,1,2
100,50,0,0,1,2
197.33,117.45,0,0,1,2
812.54,784.91,0,0,1,2
150,50,0,0,1,2
125,50,0,0,1,2
698.22,315,0,0,1,2
250,50,0,0,1,2
145.44,38.5,0,0,1,2
100,70,0,0,1,2
99,50,0,0,1,2
200,50,0,0,1,2
100,50,0,0,1,2
150,25,0,0,1,2
150,40,0,0,1,2
50,25,0,0,1,2
450,50,0,0,1,2
120,64,0,0,1,2
35,35,1,0,0,4
639.95,639.95,1,0,0,4
211.09,211,1,0,0,4
44,44,1,0,0,4
314.49,314.39,1,0,0,4
50,50,1,0,0,4
81.49,81,1,0,0,4
100,100,1,0,0,4
85,85,1,0,0,4
800,710,1,0,0,4
25,25,1,0,0,4
200,200,1,0,0,4
21.19,21,1,0,0,4
65,65,1,0,0,4
7.5,8,1,0,0,4
17,17,1,0,0,4
40,40,1,0,0,4
600,600,1,0,0,4
6.38,6.38,1,0,0,4
575,575,1,0,0,4
100,100,1,0,0,4
63.56,63.56,1,0,0,4
108.92,109,1,0,0,4
63.65,63.65,1,0,0,4
62.17,62,1,0,0,4
22,22,1,0,0,4
100,100,1,0,0,4
101,101,1,0,0,4
48.36,48.36,1,0,0,4
50,50,1,0,0,4
20.13,20.13,1,0,0,4
95,95,1,0,0,4
55,55,1,0,0,4
25,25,1,0,0,4
150,15,0,1,0,3
32.85,0,0,1,0,3
130,0,0,1,0,3
380,0,0,1,0,3
2000,0,0,1,0,3
1000,1000,0,1,0,3
25,0,0,1,0,3
500,0,0,1,0,3
